Ticker,Price,Day%,Week%,MCap($B),Sector,Industry,Above EMA%,RSI,MACD,MACD Hist,ROC20%,Vol Ratio,Momentum,Rating
AGRO,12.46,1.8,3.66,1.8,Consumer Defensive,Farm Products,15.62,69.7,Bull,0.17,32.41,1.21,82.9,3.14
SMTC,163.94,0.81,23.94,15.3,Technology,Semiconductors,20.58,65.5,Bull,3.48,24.97,0.99,78.2,4.8
ASST,26.34,-1.29,8.33,2.5,Financial Services,Asset Management,47.96,77.7,Bull,0.48,112.63,0.08,75.7,4.8
CVI,49.26,3.21,14.77,4.8,Energy,Oil & Gas Refining & Marketing,31.74,82.2,Bull,0.78,40.58,0.04,75.3,
CLMT,55.69,3.3,8.09,4.9,Basic Materials,Specialty Chemicals,22.99,71.8,Bull,0.45,20.96,1.11,75.2,3.67
ANF,148.95,-2.06,9.04,6.5,Consumer Cyclical,Apparel Retail,27.8,68.5,Bull,1.43,32.71,0.01,75.1,3.93
SRPT,22.02,5.16,3.23,2.3,Healthcare,Biotechnology,16.15,61.7,Bull,0.16,20.86,1.33,75.0,3.33
SID,1.26,-5.26,7.69,1.8,Basic Materials,Steel,17.93,66.1,Bull,0.03,44.83,0.04,74.3,2.25
UGP,7.42,-0.13,4.07,8.3,Energy,Oil & Gas Refining & Marketing,17.99,78.5,Bull,0.08,30.6,0.02,74.1,4.0
MGRT,118.0,5.36,9.27,1.6,Technology,Information Technology Services,22.8,70.9,Bull,1.6,21.65,0.8,73.3,
HAFN,9.08,-0.87,8.12,4.6,Industrials,Marine Shipping,18.78,77.1,Bull,0.13,28.18,0.07,73.2,4.0
SSL,14.65,0.45,15.51,9.4,N/A,N/A,22.11,75.2,Bull,0.27,27.58,0.04,73.0,
CNH,13.74,-1.15,0.66,17.2,N/A,N/A,18.89,67.2,Bull,0.22,28.05,0.01,72.6,
YPF,54.61,2.86,4.1,21.5,Energy,Oil & Gas Integrated,8.08,63.5,Bull,0.31,11.11,2.58,71.7,4.23
DINO,109.58,1.33,3.32,19.2,Energy,Oil & Gas Refining & Marketing,19.99,76.0,Bull,0.72,24.62,0.02,69.8,3.38
SIMO,277.7,2.09,17.0,9.4,Technology,Semiconductors,7.85,57.4,Bull,3.76,23.97,0.78,69.4,
SNDK,1719.3,-2.54,10.68,258.3,Technology,Computer Hardware,11.05,59.1,Bull,26.54,27.9,0.06,68.9,4.46
CF,138.11,2.81,1.85,20.9,Basic Materials,Agricultural Inputs,11.69,65.9,Bull,0.9,17.85,1.23,68.9,3.05
BULLW,3.41,-9.31,11.07,1.8,,,20.53,57.1,Bull,0.01,28.68,0.15,68.4,
OKTA,172.74,3.07,3.79,30.2,Technology,Software - Infrastructure,19.09,63.5,Bull,2.07,14.91,0.86,66.6,4.39
TRMD,33.33,-6.01,5.73,3.6,Energy,Oil & Gas Midstream,14.37,65.0,Bull,0.43,23.54,0.11,66.6,4.0
BLSH,33.78,-1.63,3.49,5.5,Technology,Software - Infrastructure,15.3,61.6,Bull,0.14,37.15,0.02,66.5,3.8
ASO,51.15,14.4,19.48,3.2,Consumer Cyclical,Specialty Retail,8.6,66.7,Bull,0.53,3.21,2.87,66.4,3.9
META,653.69,6.55,12.99,1665.3,Communication Services,Internet Content & Information,10.22,70.4,Bull,9.51,9.11,2.07,66.4,4.65
BTDR,11.84,-3.99,10.22,3.4,Technology,Software - Application,1.82,54.0,Bull,0.28,31.24,0.04,66.2,4.62
MU,1027.77,2.75,10.11,1160.8,Technology,Semiconductors,10.69,60.6,Bull,8.68,18.34,0.87,65.9,4.65
MSTR,128.91,-2.86,4.64,51.0,Technology,Software - Application,10.73,55.8,Bull,0.54,35.94,0.09,65.3,4.75
BVC,15.65,0.26,4.54,2.6,Technology,Software - Application,21.0,59.4,Bull,0.13,19.1,0.11,65.0,
AESI,14.66,0.55,12.51,1.8,Energy,Oil & Gas Equipment & Services,10.05,67.7,Bull,0.28,24.87,0.02,65.0,3.58
PBR,21.08,0.72,1.05,134.9,Energy,Oil & Gas Integrated,13.59,70.8,Bull,0.24,22.18,0.04,64.3,4.36
VLO,391.75,0.72,7.01,112.0,Energy,Oil & Gas Refining & Marketing,19.79,81.7,Bull,2.32,18.64,0.05,64.0,3.65
FORTY,129.0,0.0,2.61,2.0,Technology,Information Technology Services,9.99,77.4,Bull,0.91,23.72,0.0,63.7,
DHT,21.23,0.14,5.78,3.4,Energy,Oil & Gas Midstream,14.66,72.4,Bull,0.12,20.97,0.01,63.4,3.83
AEF,10.05,0.7,4.69,1.1,Financial Services,Asset Management,8.17,67.4,Bull,0.05,10.08,1.71,63.4,
FRO,47.33,0.24,4.19,10.5,Energy,Oil & Gas Midstream,14.22,70.6,Bull,0.24,19.6,0.05,62.1,4.0
NTR,81.04,0.39,0.93,38.9,Basic Materials,Agricultural Inputs,12.66,73.8,Bull,0.58,20.62,0.01,62.0,
RBLX,44.44,-0.18,7.84,31.8,Communication Services,Electronic Gaming & Multimedia,2.89,60.8,Bull,1.05,25.04,0.02,61.6,3.74
GRDN,43.39,2.21,11.63,2.7,Healthcare,Medical Care Facilities,9.76,69.6,Bull,0.68,9.96,1.33,61.0,4.83
CHA,12.13,-2.57,4.48,2.4,Consumer Cyclical,Restaurants,8.78,61.1,Bull,0.19,21.18,0.03,60.8,4.27
GOLD,49.33,3.92,14.3,1.4,Financial Services,Capital Markets,12.9,63.3,Bull,0.19,13.56,1.54,60.2,4.8
HOOD,112.57,-2.35,5.22,103.6,Financial Services,Capital Markets,9.97,55.8,Bull,1.01,18.61,0.07,59.2,4.34
SHG,81.71,-2.19,2.21,38.8,Financial Services,Banks - Regional,9.83,62.5,Bull,0.43,11.7,0.92,59.2,
AMD,521.1,3.04,13.38,850.7,Technology,Semiconductors,8.06,60.4,Bull,5.5,9.86,1.22,59.1,4.52
COHU,56.68,6.6,28.35,2.7,Technology,Semiconductor Equipment & Materials,8.6,58.3,Bull,0.43,7.31,1.48,59.0,
EXEL,58.33,1.14,2.53,14.5,Healthcare,Biotechnology,6.74,60.4,Bull,0.44,13.64,0.84,59.0,3.63
SMMT,17.27,-1.54,18.29,14.0,Healthcare,Biotechnology,16.82,66.8,Bull,0.46,14.37,0.01,57.8,4.12
TH,19.04,-0.83,3.53,1.9,Industrials,Specialty Business Services,8.48,57.4,Bull,0.14,17.97,0.02,57.3,4.8
PAYP,17.43,-0.82,10.84,11.9,Technology,Software - Infrastructure,9.87,64.2,Bull,0.27,16.86,0.02,57.0,4.46
BGC,12.19,1.84,1.67,5.8,Financial Services,Capital Markets,6.48,61.5,Bull,0.05,20.2,0.91,57.0,
TLX,12.34,3.01,13.73,4.2,Healthcare,Biotechnology,10.35,61.7,Bull,0.04,2.83,3.12,56.8,5.0
ECO,71.82,0.21,4.06,2.8,Industrials,Marine Shipping,19.69,71.4,Bull,0.23,24.62,0.04,56.8,
ROIV,41.13,-1.63,20.33,30.2,Healthcare,Biotechnology,16.08,69.3,Bull,0.56,13.74,0.01,56.8,4.67
LCLN,26.31,-2.19,5.88,2.7,Financial Services,Capital Markets,9.22,61.2,Bull,0.19,8.31,1.0,56.2,
MOS,26.1,-0.42,1.24,8.3,Basic Materials,Agricultural Inputs,10.8,65.8,Bull,0.23,15.49,0.02,56.1,
TNK,96.31,4.31,9.07,3.3,Energy,Oil & Gas Midstream,16.33,68.8,Bull,0.19,24.32,1.16,56.0,
MTDR,61.97,2.13,4.01,7.5,Energy,Oil & Gas E&P,12.45,71.4,Bull,0.28,18.02,0.01,55.8,4.55
MARA,11.53,-3.27,10.13,4.6,Financial Services,Capital Markets,1.64,53.1,Bull,0.17,19.61,0.02,55.6,3.85
MEOH,62.27,3.11,3.58,4.8,Basic Materials,Chemicals,9.99,64.7,Bull,0.21,14.74,1.36,55.1,4.2
BE,265.61,-1.36,22.24,79.3,Industrials,Electrical Equipment & Parts,14.55,63.7,Bull,7.47,12.0,0.1,55.1,3.76
BG,127.47,3.21,3.75,23.7,Consumer Defensive,Farm Products,9.83,67.9,Bull,1.28,14.79,0.03,54.9,
SIG,102.78,0.29,25.75,4.0,Consumer Cyclical,Luxury Goods,16.78,70.7,Bull,2.12,11.07,0.04,54.8,3.82
JMIA,7.35,-2.26,2.51,1.0,Consumer Cyclical,Internet Retail,9.36,62.3,Bull,0.06,14.84,0.01,54.6,
ELPC,12.39,-0.48,1.23,9.3,Utilities,Utilities - Regulated Electric,6.9,66.7,Bull,0.15,16.12,0.01,54.6,5.0
GPI,287.72,2.17,6.76,3.4,Consumer Cyclical,Auto & Truck Dealerships,0.47,55.1,Bull,4.78,8.28,1.3,54.3,
UMC,21.99,-3.09,10.12,57.1,Technology,Semiconductors,9.55,61.3,Bull,0.43,13.88,0.03,53.9,2.25
LPG,54.24,1.15,4.06,2.3,Energy,Oil & Gas Midstream,15.76,67.3,Bull,0.19,21.27,0.02,53.9,4.4
RAL,67.0,3.76,9.87,7.4,Technology,Electronic Components,2.7,55.8,Bull,0.29,-6.25,2.67,53.6,
NVA,6.12,-5.42,8.12,2.9,Basic Materials,Other Industrial Metals & Mining,11.56,59.9,Bull,0.09,11.67,0.07,53.1,
KEN,69.23,0.96,8.36,3.6,Utilities,Utilities - Independent Power Producers,1.39,55.6,Bull,0.42,8.04,1.08,52.7,
DELL,524.87,-1.94,6.64,340.3,Technology,Computer Hardware,17.92,62.3,Bull,6.87,8.33,0.03,52.6,4.18
PLSE,52.97,8.57,1.69,3.8,Healthcare,Medical Instruments & Supplies,28.6,64.6,Bear,-0.28,19.3,2.77,52.4,
PTEN,13.36,3.33,1.6,4.9,Energy,Oil & Gas Drilling,17.58,68.0,Bull,0.04,22.2,0.01,51.9,3.93
NEXT,7.7,2.12,3.49,2.0,Energy,Oil & Gas Equipment & Services,5.24,60.2,Bull,0.04,13.91,0.04,51.8,3.8
TDS,37.74,-0.41,5.2,4.4,Communication Services,Telecom Services,5.69,66.1,Bull,0.52,13.76,0.01,51.7,4.0
VG,15.62,2.19,6.08,38.2,Energy,Oil & Gas Midstream,13.26,63.8,Bull,0.07,13.88,0.05,51.3,3.89
MLYS,29.93,-1.87,3.06,2.7,Healthcare,Biotechnology,10.09,62.9,Bull,0.52,10.65,0.02,50.9,
MUR,39.03,1.48,3.56,5.5,Energy,Oil & Gas E&P,7.31,60.9,Bull,0.29,11.82,0.03,50.8,3.12
SUNC,83.18,0.97,6.63,4.2,Energy,Oil & Gas Midstream,11.33,74.6,Bull,0.45,10.04,0.02,50.8,
MXL,71.51,7.53,24.17,6.5,Technology,Semiconductors,0.65,53.9,Bull,0.96,3.61,1.4,50.6,4.18
LTC,43.0,1.06,3.44,2.3,Real Estate,REIT - Healthcare Facilities,7.16,68.1,Bull,0.22,11.66,0.03,50.5,3.5
MPC,403.19,0.94,4.18,112.2,Energy,Oil & Gas Refining & Marketing,19.72,82.3,Bull,1.39,16.09,0.03,50.3,3.74
GLXY,24.13,-4.06,0.29,9.8,Financial Services,Capital Markets,0.07,50.7,Bull,0.21,14.47,0.04,49.9,4.44
ADM,87.68,1.31,2.69,41.7,Consumer Defensive,Farm Products,8.15,67.7,Bull,0.67,10.67,0.02,49.9,
STNG,84.0,1.13,3.17,4.3,Energy,Oil & Gas Midstream,7.24,65.2,Bull,0.57,10.94,0.02,49.7,4.4
ZIM,29.42,0.12,4.98,3.5,Industrials,Marine Shipping,9.38,61.3,Bull,0.12,16.4,0.03,49.6,3.0
CMPS,15.17,8.05,14.58,2.1,Healthcare,Medical Care Facilities,16.02,64.7,Bull,0.01,13.38,3.07,49.6,
SWKS,75.64,-1.17,5.55,11.5,Technology,Semiconductors,11.32,68.4,Bull,0.87,8.56,0.01,49.3,3.0
PARR,83.13,1.28,3.87,4.2,Energy,Oil & Gas Refining & Marketing,11.36,60.1,Bull,0.32,10.15,0.73,49.2,
TK,13.83,3.83,6.38,1.2,Energy,Oil & Gas Midstream,12.48,65.7,Bull,0.02,22.39,0.96,49.0,
RSI,27.45,2.73,4.89,6.2,Consumer Cyclical,Gambling,0.53,55.1,Bull,0.32,13.06,0.04,48.7,4.64
SUZ,9.23,-0.43,0.98,11.7,Basic Materials,Paper & Paper Products,7.3,66.7,Bull,0.04,15.09,0.0,48.7,4.6
TGS,29.83,0.74,2.05,4.5,Energy,Oil & Gas Integrated,1.52,57.0,Bull,0.22,6.38,0.77,48.5,
CIG,2.17,0.0,1.88,6.2,Utilities,Utilities - Regulated Electric,4.27,60.4,Bull,0.03,10.72,0.02,48.0,
CEPU,14.15,0.57,2.17,2.1,Utilities,Utilities - Regulated Electric,0.41,55.4,Bull,0.14,6.31,0.77,47.9,
HCM,13.27,-2.17,10.26,2.4,Healthcare,Drug Manufacturers - Specialty & Generic,8.38,59.5,Bull,0.09,8.37,0.02,47.7,4.54
AD,38.49,0.12,1.38,3.3,Communication Services,Telecom Services,5.34,71.2,Bull,0.28,9.52,0.01,47.3,
EDN,24.83,0.57,4.72,1.1,Utilities,Utilities - Regulated Electric,1.2,56.1,Bull,0.26,7.77,0.47,47.3,
SMR,10.35,-4.21,8.32,4.6,Industrials,Specialty Industrial Machinery,7.52,56.5,Bull,0.14,7.98,0.06,47.2,3.44
CRC,57.56,1.52,8.27,5.0,Energy,Oil & Gas E&P,7.11,70.2,Bull,0.54,8.47,0.01,47.1,4.58
VOD,17.28,0.88,7.53,39.6,Communication Services,Telecom Services,9.07,70.1,Bull,0.1,7.4,0.01,47.1,3.25
GLP,53.47,0.68,2.85,1.8,Energy,Oil & Gas Midstream,7.71,74.3,Bull,0.19,6.92,1.32,47.0,
SLDE,24.76,0.2,2.4,2.9,Financial Services,Insurance - Property & Casualty,13.29,70.8,Bull,0.08,18.51,0.0,46.8,
HLI,135.96,0.51,2.06,9.5,Financial Services,Capital Markets,1.84,58.5,Bull,0.95,10.74,0.02,46.8,3.73
OPY,122.73,-0.32,2.61,1.3,Financial Services,Capital Markets,7.62,61.5,Bull,0.48,8.66,0.8,46.7,
QRVO,104.82,-0.4,4.16,9.3,Technology,Semiconductors,9.58,71.2,Bull,0.81,6.7,0.01,46.6,3.05
AVAH,14.02,2.64,4.16,3.1,Healthcare,Medical Care Facilities,24.91,73.3,Bear,-0.06,56.65,0.76,46.4,4.27
SEI,65.57,-3.1,24.26,5.2,Energy,Oil & Gas Equipment & Services,9.73,61.6,Bull,1.83,6.1,0.02,46.1,4.64
TEN,44.32,1.84,3.5,1.3,Energy,Oil & Gas Midstream,8.99,67.0,Bull,0.1,15.93,1.24,46.1,
CLOV,4.34,1.17,0.93,2.3,Healthcare,Healthcare Plans,0.95,51.2,Bull,0.02,-1.14,1.27,46.0,
BP,46.14,1.01,5.03,119.6,Energy,Oil & Gas Integrated,7.83,65.8,Bull,0.22,8.8,0.04,45.9,3.63
TS,57.8,0.36,3.25,30.5,Energy,Oil & Gas Equipment & Services,3.47,63.8,Bull,0.49,8.75,0.02,45.6,
SGHC,14.01,0.43,1.6,7.1,Consumer Cyclical,Gambling,2.17,55.1,Bull,0.07,9.37,0.01,45.5,4.75
DK,76.35,1.42,6.86,4.6,Energy,Oil & Gas Refining & Marketing,17.85,64.8,Bull,0.25,13.58,0.04,45.3,3.83
VET,13.67,2.24,3.8,2.0,Energy,Oil & Gas E&P,15.35,69.4,Bull,0.03,20.97,0.01,45.2,3.73
ANDE,71.28,-0.06,0.5,2.4,Consumer Defensive,Food Distribution,2.6,57.7,Bull,0.82,8.63,0.02,45.1,
GNW,10.63,1.33,4.94,4.0,Financial Services,Insurance - Life,7.74,76.5,Bull,0.06,6.09,0.01,45.0,
LITE,965.74,-2.35,10.93,88.7,Technology,Communication Equipment,11.93,57.6,Bull,5.91,3.57,0.05,44.9,4.5
PKX,62.47,1.56,2.23,20.2,Basic Materials,Steel,6.59,62.1,Bull,0.2,9.37,1.16,44.9,
UAN,135.0,1.38,0.8,1.4,Basic Materials,Agricultural Inputs,10.41,71.8,Bull,0.5,12.94,0.07,44.6,
TRLV,11.69,-0.64,0.04,2.3,Healthcare,Drug Manufacturers - Specialty & Generic,15.03,61.5,Bull,0.01,28.38,0.01,44.4,
IRS,15.64,1.13,2.26,1.3,Real Estate,Real Estate Services,3.52,61.2,Bull,0.09,6.72,0.06,44.0,4.33
AERO,15.72,0.9,7.97,2.3,Industrials,Airlines,1.67,55.6,Bull,0.17,-0.13,0.96,43.8,4.33
MIR,16.38,-1.47,5.17,4.1,Industrials,Specialty Industrial Machinery,1.72,56.2,Bull,0.23,7.66,0.01,43.6,4.64
ALG,173.88,1.32,1.5,2.1,Industrials,Farm & Heavy Construction Machinery,5.21,63.6,Bull,0.92,5.24,0.03,43.1,4.25
NMR,10.62,1.63,3.61,30.3,Financial Services,Capital Markets,8.58,66.8,Bull,0.05,7.17,0.04,43.1,
GME,19.91,0.1,4.96,8.9,Consumer Cyclical,Specialty Retail,0.44,59.8,Bull,0.3,7.39,0.03,42.9,
PUMP,12.37,1.23,10.15,1.5,Energy,Oil & Gas Equipment & Services,1.9,59.5,Bull,0.18,6.73,0.01,42.8,
BPYPM,16.93,-0.88,0.47,21.0,,,4.88,65.4,Bull,0.07,6.51,0.74,42.7,
CNXN,82.73,-1.09,3.32,2.1,Technology,Electronics & Computer Distribution,4.85,58.0,Bull,0.38,2.4,0.65,42.6,
QCOM,172.27,-2.34,1.91,185.3,Technology,Semiconductors,1.22,56.2,Bull,1.85,6.22,0.07,42.4,3.44
WFC,89.67,1.94,3.02,271.2,Financial Services,Banks - Diversified,4.27,60.1,Bull,0.36,2.54,1.17,42.2,4.12
ABEV,3.01,-0.17,0.5,47.4,Consumer Defensive,Beverages - Brewers,0.69,56.2,Bull,0.02,6.56,0.01,42.0,3.0
EFXT,22.61,0.18,6.05,2.8,Energy,Oil & Gas Equipment & Services,2.51,59.2,Bull,0.36,5.71,0.0,42.0,4.33
KALU,167.41,-0.23,2.51,2.7,Basic Materials,Aluminum,0.61,52.6,Bull,1.1,-13.43,0.81,42.0,3.25
AGIO,34.63,3.22,1.23,2.1,Healthcare,Biotechnology,2.05,54.2,Bull,0.12,5.93,1.15,41.7,
WLTH,9.75,3.07,8.21,1.4,Technology,Software - Application,3.6,58.7,Bull,0.06,4.06,0.08,41.5,3.67
ABM,49.91,0.34,7.43,2.9,Industrials,Specialty Business Services,6.54,64.1,Bull,0.3,3.06,0.02,41.5,3.62
CDLR,26.03,0.93,4.66,2.5,Industrials,Engineering & Construction,8.07,64.0,Bull,0.07,17.2,0.08,41.4,5.0
ORCL,158.17,-2.14,8.52,465.6,Technology,Software - Infrastructure,5.48,58.5,Bull,1.39,3.19,0.06,41.4,4.41
WBI,33.18,0.48,2.85,4.1,Energy,Oil & Gas Equipment & Services,2.97,56.3,Bull,0.18,4.5,0.02,41.2,
ASX,40.28,-2.22,8.64,91.7,Technology,Semiconductors,6.84,58.5,Bull,0.4,2.56,0.02,41.1,5.0
FCFS,227.37,0.87,5.48,9.9,Financial Services,Credit Services,5.04,58.0,Bull,0.62,9.34,1.22,41.0,4.6
SPCX,149.32,1.2,6.12,2002.7,Industrials,Aerospace & Defense,5.75,57.7,Bull,0.98,2.17,0.09,40.8,4.33
BLTE,179.57,-1.96,11.77,7.4,Healthcare,Biotechnology,10.57,59.4,Bull,2.55,0.35,0.02,40.8,4.78
BWLP,24.85,1.55,6.11,3.9,Energy,Oil & Gas Midstream,14.41,71.5,Bull,0.06,16.59,0.11,40.7,
IREN,44.65,-1.59,12.75,17.9,Financial Services,Capital Markets,5.12,55.7,Bull,0.72,2.24,0.08,40.5,4.41
IMOS,58.39,2.33,1.96,2.0,Technology,Semiconductors,3.04,54.9,Bull,0.46,-1.5,0.48,40.5,
