Ticker,Price,Day%,Week%,MCap($B),Sector,Industry,Above EMA%,RSI,MACD,MACD Hist,ROC20%,Vol Ratio,Momentum,Rating
PAG,214.57,9.93,7.07,14.1,Consumer Cyclical,Auto & Truck Dealerships,18.4,73.7,Bull,1.44,21.42,6.04,90.6,3.91
VG,14.82,5.41,14.79,36.8,Energy,Oil & Gas Midstream,18.27,68.2,Bull,0.33,32.2,1.59,87.4,3.89
PLSE,32.76,8.26,24.47,2.3,Healthcare,Medical Instruments & Supplies,24.94,71.2,Bull,0.37,26.24,1.62,84.7,
BLFS,31.15,6.71,6.86,1.5,Healthcare,Medical Instruments & Supplies,17.19,69.2,Bull,0.11,25.66,6.35,83.3,4.89
FBRX,56.63,11.63,28.27,1.2,Healthcare,Biotechnology,90.41,87.1,Bull,2.4,212.01,0.53,79.4,4.83
CRSR,10.6,7.29,11.81,1.1,Technology,Computer Hardware,20.18,64.8,Bull,0.08,21.84,1.47,79.1,3.62
NVCR,19.93,28.0,21.38,1.8,Healthcare,Medical Devices,23.72,68.2,Bull,0.19,35.39,0.46,78.8,4.0
XNCR,19.39,-0.59,29.73,1.4,Healthcare,Biotechnology,32.12,71.4,Bull,0.37,34.22,0.04,75.3,4.5
PARR,80.66,1.56,9.04,4.0,Energy,Oil & Gas Refining & Marketing,26.93,78.9,Bull,1.47,57.35,0.04,75.3,4.43
DINO,91.53,0.74,5.4,16.4,Energy,Oil & Gas Refining & Marketing,22.33,80.6,Bull,1.29,39.19,0.02,75.2,3.5
PBF,65.83,2.33,8.02,7.6,Energy,Oil & Gas Refining & Marketing,33.35,76.9,Bull,1.05,63.19,0.02,75.2,2.79
UTZ,14.08,0.14,88.24,2.0,Consumer Defensive,Packaged Foods,70.28,87.1,Bull,0.73,91.56,0.02,75.2,3.6
ACHC,34.78,0.0,3.48,3.2,Healthcare,Medical Care Facilities,20.92,70.0,Bull,0.24,39.34,0.01,75.1,4.0
ATAI,7.16,-0.21,0.21,2.6,Healthcare,Biotechnology,39.78,73.7,Bull,0.18,71.82,0.01,75.1,3.43
DK,66.97,1.21,8.74,4.1,Energy,Oil & Gas Refining & Marketing,28.69,78.0,Bull,0.94,50.8,0.01,75.1,3.83
TXG,48.91,3.95,9.96,6.0,Healthcare,Health Information Services,37.34,73.6,Bull,0.27,41.36,0.01,75.1,3.69
CLMT,45.1,2.17,9.79,3.8,Basic Materials,Specialty Chemicals,22.17,87.0,Bull,0.59,37.75,0.01,75.1,3.67
MAN,51.85,0.37,0.39,2.4,Industrials,Staffing & Employment Services,37.83,76.1,Bull,1.16,59.1,0.01,75.1,3.58
OII,47.67,5.93,12.7,4.5,Energy,Oil & Gas Equipment & Services,19.17,76.5,Bull,0.52,31.36,0.05,75.0,
COAG,49.14,-0.18,10.35,2.3,Healthcare,Biotechnology,39.23,75.7,Bull,1.09,70.86,0.0,75.0,5.0
TRAX,37.13,-2.71,2.55,1.3,Healthcare,Biotechnology,50.72,76.1,Bull,0.78,122.5,0.01,75.0,4.62
SAH,100.88,3.43,1.15,3.2,Consumer Cyclical,Auto & Truck Dealerships,17.85,66.7,Bull,0.75,23.89,0.85,74.9,3.67
