=== Stock Screener — 2026-06-24 13:45 ===
Criteria: Above 50d EMA | Positive weekly gain | Market cap > $1B
Fetching universe...

  NASDAQ screener: 2774 stocks with market cap > $1B
  Top 5 by daily gain: MAAS(+19.0%), EPC(+15.4%), QNT(+13.5%), JBIO(+13.0%), LILA(+12.7%)
  S&P 500 loaded: 503 tickers
Screening 2774 stocks...
  Priority tier: 902 (top 500 movers + 402 S&P 500)
  Remaining: 1872

  === Priority Tier ===
  Priority: 300/902 (177 passed, 0 errors)
  Priority: 600/902 (239 passed, 186 errors)
  Priority: 900/902 (239 passed, 486 errors)
  Priority: 902/902 (239 passed, 488 errors)

  Retrying 488 priority tickers...
  After priority retry: 239 passed

  === Remaining Tier ===
  Remaining: 300/1872 (239 total passed)
  Remaining: 600/1872 (239 total passed)
  Remaining: 900/1872 (239 total passed)
  Remaining: 1200/1872 (239 total passed)
  Remaining: 1500/1872 (239 total passed)
  Remaining: 1800/1872 (239 total passed)
  Remaining: 1872/1872 (239 total passed)

  Final: 239 stocks passed all filters

================================================================================
  239 stocks passed all filters
  Sorted by composite momentum (MACD 35 | ROC 30 | Volume 25 | EMA 10)
  Rating: 5=Strong Buy → 1=Strong Sell | Vol Ratio: >1 = above avg volume
================================================================================

    Ticker   Price   Day%  Week%  MCap($B)                  Sector                                  Industry  Above EMA%   RSI  MACD  MACD Hist  ROC20%  Vol Ratio  Momentum  Rating
157    CDP   34.88  -0.30   2.72       4.0             Real Estate                             REIT - Office        7.06  67.9  Bull       0.10    7.77       0.02      31.1    4.25
158   IGIC   25.99   0.97   3.71       1.1      Financial Services                   Insurance - Diversified        3.61  58.3  Bull       0.09    3.45       0.01      29.8     NaN
159   CALM   80.35   0.69   1.67       3.8      Consumer Defensive                             Farm Products        3.35  58.8  Bull       0.25    5.72       0.04      29.5    3.50
160    SNX  288.73  -3.43   2.35      23.3              Technology       Electronics & Computer Distribution       16.82  72.9  Bear      -0.40   20.30       0.04      29.1    4.45
161   NBHC   44.08   0.16   2.70       2.0      Financial Services                          Banks - Regional        5.17  62.8  Bull       0.13    4.84       0.04      28.8     NaN
162    ORC    6.80   0.52   1.72       1.4             Real Estate                           REIT - Mortgage        0.72  54.8  Bull       0.03    0.65       0.11      28.2     NaN
163   VRNS   36.15   3.01   6.75       4.2              Technology                 Software - Infrastructure       18.39  68.4  Bear      -0.05   16.41       0.19      27.2    4.21
164    NSP   37.35   0.84   6.87       1.4             Industrials            Staffing & Employment Services       13.27  58.4  Bear      -0.08   20.04       0.01      26.8     NaN
165    CHA   11.89   2.77   3.21       2.3       Consumer Cyclical                               Restaurants        6.93  56.2  Bear      -0.04   22.07       0.12      26.5    4.09
166    HRL   24.92  -0.02   1.12      13.7      Consumer Defensive                            Packaged Foods        9.26  71.2  Bull       0.01   19.32       0.03      25.9    3.40
167   OSBC   22.68   0.49   2.81       1.2      Financial Services                          Banks - Regional        6.30  64.7  Bull       0.05    5.54       0.06      25.8     NaN
168    CRL  189.98   1.81   2.81       9.2              Healthcare                    Diagnostics & Research        7.09  60.0  Bear      -0.01   21.21       0.07      25.4    4.35
169    OHI   46.78   0.41   2.81      14.6             Real Estate              REIT - Healthcare Facilities        1.99  56.3  Bull       0.16   -3.23       0.02      25.3    3.68
170   PTRN   21.58   2.76  12.57       4.3              Technology                    Software - Application       21.51  66.2  Bear      -0.05   13.76       0.03      24.0    4.80
171    SVC    1.72   1.18   6.17       1.1             Real Estate                      REIT - Hotel & Motel        3.50  56.4  Bull       0.01   -0.58       0.06      23.4    4.00
172    SLS    8.97  -1.75  19.12       1.8              Healthcare                             Biotechnology       26.51  62.1  Bull       0.00   10.47       0.08      23.4     NaN
173    JNJ  241.77   1.12   2.80     582.0              Healthcare              Drug Manufacturers - General        4.34  62.2  Bull       0.53    5.04       0.07      23.2    4.00
174   PLGO   23.63   0.34   0.04       2.0      Financial Services                   Insurance - Diversified        8.22  63.1  Bull       0.04    4.99       0.02      22.5    3.11
175    CDW  130.32  -3.47   0.18      16.6              Technology           Information Technology Services        4.24  54.7  Bear      -0.57   20.01       0.03      22.4    4.10
176   EZPW   32.43  -2.38   4.98       2.0      Financial Services                           Credit Services        4.34  53.7  Bull       0.09   -6.33       0.08      22.2     NaN
177   SBGI   14.25   2.00   3.56       1.0  Communication Services                              Broadcasting        1.42  54.7  Bull       0.04    3.86       0.04      22.1     NaN
178   ANIP   83.11   0.20   0.14       1.9              Healthcare  Drug Manufacturers - Specialty & Generic        3.73  57.6  Bull       0.21    2.09       0.05      22.0    4.57
179    BSM   14.01  -1.55   1.97       3.0                  Energy                             Oil & Gas E&P        1.10  54.4  Bull       0.04    2.11       0.08      21.0     NaN
180    GTY   33.90   0.04   1.82       2.0             Real Estate                             REIT - Retail        3.03  59.7  Bull       0.08    1.42       0.04      20.7    3.62
181     CL   92.04   1.11   1.52      73.6      Consumer Defensive             Household & Personal Products        4.12  59.9  Bull       0.21    2.44       0.04      20.6    3.95
182    GNK   24.36  -1.91   3.64       1.1             Industrials                           Marine Shipping        2.65  53.8  Bull       0.05    3.24       0.02      20.5    4.17
183    CWT   46.56  -0.94   2.44       2.8               Utilities               Utilities - Regulated Water        3.97  61.2  Bull       0.07    7.03       0.04      20.3     NaN
184   GEHC   65.79   3.03   4.06      29.9              Healthcare                           Medical Devices        0.61  56.4  Bull       0.16    2.52       0.06      19.9    4.17
185   AXON  449.92   3.31   3.34      36.3             Industrials                       Aerospace & Defense        3.60  54.9  Bear      -3.86   16.77       0.09      19.3    4.40
186    NJR   55.54  -1.19   1.44       5.6               Utilities                 Utilities - Regulated Gas        1.02  52.4  Bull       0.15   -2.62       0.02      19.3    4.25
187   NSIT  111.67   1.03   2.24       3.4              Technology       Electronics & Computer Distribution       14.92  62.4  Bear      -1.32   11.55       0.02      19.2    3.50
188   QLYS  115.60   0.99   1.70       4.1              Technology                 Software - Infrastructure       11.81  65.7  Bear      -0.45   12.99       0.03      19.1     NaN
189   LQDT   38.79   0.64   3.54       1.2       Consumer Cyclical                           Internet Retail        8.77  65.0  Bull       0.03    8.49       0.02      19.1     NaN
190   AGYS   89.40   3.51   2.17       2.5              Technology                    Software - Application        9.95  60.6  Bear      -0.89   12.81       0.05      18.2    4.50
191     WM  221.76   1.61   1.45      89.1             Industrials                          Waste Management        0.76  55.2  Bull       0.44    3.36       0.07      18.1    4.25
192   OCFC   18.59   0.27   1.53       1.1      Financial Services                          Banks - Regional        1.07  54.3  Bull       0.05   -2.26       0.02      17.9    3.71
193    DHC    9.14   3.38   3.98       2.2             Real Estate              REIT - Healthcare Facilities       10.23  61.7  Bull       0.01    3.63       0.05      17.8    4.00
194   RBRK   75.33   1.25   8.89      15.5              Technology                 Software - Infrastructure       13.78  61.7  Bear      -0.46   10.28       0.03      17.5    4.90
195     FA   16.86   1.81   0.90       2.9             Industrials               Specialty Business Services       12.69  61.3  Bear      -0.05   10.27       0.01      16.7    3.60
196    HOG   25.67   1.10   0.20       2.7       Consumer Cyclical                     Recreational Vehicles        7.23  57.0  Bear      -0.01   11.45       0.05      15.5    3.38
197   TENB   27.98   2.63   3.93       3.1              Technology                 Software - Infrastructure       13.39  60.5  Bear      -0.28    8.36       0.02      15.2    3.83
198    OUT   32.04  -2.02   2.56       5.6             Real Estate                          REIT - Specialty        4.35  58.8  Bull       0.06   -3.03       0.01      15.1     NaN
199    AJG  218.07   1.04   1.01      56.0      Financial Services                         Insurance Brokers        2.90  57.9  Bull       0.18    7.28       0.03      14.7    4.36
200   HFWA   28.88   0.53   2.24       1.2      Financial Services                          Banks - Regional        5.34  61.1  Bull       0.03    4.61       0.03      14.4    3.50
201   MCHB   15.32   0.07   2.41       3.4      Financial Services                          Banks - Regional        5.26  60.8  Bull       0.01    6.46       0.03      13.7     NaN
202   DORM  129.61   0.00   3.07       3.9       Consumer Cyclical                                Auto Parts        7.07  61.8  Bear      -0.26    7.76       0.26      13.5    4.75
203    BAX   20.90   3.47   2.15      10.8              Healthcare            Medical Instruments & Supplies        9.96  63.4  Bear      -0.00    7.90       0.06      13.4    3.14
204    DEO   82.49   0.55   2.42      45.9      Consumer Defensive       Beverages - Wineries & Distilleries        1.61  54.8  Bull       0.13   -2.96       0.07      12.4    3.62
205    MRK  121.38   1.29   5.39     299.8              Healthcare              Drug Manufacturers - General        4.69  60.8  Bull       0.12    2.12       0.06      11.9    4.17
206   IIPR   61.36   1.30   2.95       1.8             Real Estate                         REIT - Industrial        8.11  61.4  Bear      -0.01    7.54       0.04      11.9    3.17
207    TKO  204.35   2.86   2.16      39.1  Communication Services                             Entertainment        3.67  56.3  Bear      -0.49    9.07       0.01      11.0    4.41
208    KFY   72.71   1.36   0.67       3.8             Industrials            Staffing & Employment Services        5.81  57.7  Bear      -0.29    6.78       0.05      10.1    4.60
209   CMBT   15.60  -2.56   3.45       4.5                  Energy                       Oil & Gas Midstream        8.55  57.3  Bull       0.01   -0.94       0.08       9.8    4.25
210    DOC   20.64   0.93   2.74      14.2             Real Estate              REIT - Healthcare Facilities        8.96  63.5  Bear      -0.03    3.56       0.06       8.6    3.65
211    KRG   28.83   0.75   0.16       6.0             Real Estate                             REIT - Retail        6.28  64.2  Bear      -0.03    5.05       0.02       8.4    3.77
212    IDT   55.16   2.02   1.98       1.4  Communication Services                          Telecom Services        3.89  54.4  Bear      -0.17    5.91       0.02       8.0     NaN
213   FRSH    9.52   3.25   0.21       2.6              Technology                    Software - Application        4.90  55.6  Bear      -0.06    5.31       0.03       8.0     NaN
214   PRMB   24.63   1.53   1.03       8.9      Consumer Defensive                 Beverages - Non-Alcoholic        8.83  59.2  Bear      -0.04    3.27       0.01       7.8    4.25
215   TIGO   87.39   1.35   0.10      14.6  Communication Services                          Telecom Services        4.68  52.4  Bear      -0.36    5.28       0.01       7.7     NaN
216     ZD   46.81   0.88   1.83       1.7  Communication Services                      Advertising Agencies        5.42  56.7  Bear      -0.00    4.58       0.06       7.7    3.83
217   NTNX   48.78   1.64   0.96      13.2              Technology                 Software - Infrastructure        4.34  51.8  Bear      -0.66    4.80       0.04       7.3    3.88
218   TDAY    8.01   0.13   3.22       1.2  Communication Services                                Publishing        6.35  57.0  Bear      -0.01    3.62       0.05       7.2    3.83
219    BUD   83.28   0.83   1.12     161.1      Consumer Defensive                       Beverages - Brewers        5.54  60.8  Bull       0.01    0.99       0.25       7.0    4.36
220   FCPT   24.99  -1.77   0.36       2.7             Real Estate                             REIT - Retail        0.85  53.0  Bull       0.02   -1.34       0.02       6.7    3.67
221   RPRX   55.19  -0.47   1.81      31.8              Healthcare                             Biotechnology        5.46  57.9  Bear      -0.19    2.47       0.14       6.4     NaN
222    DAO   11.65  -1.10   0.09       1.4      Consumer Defensive             Education & Training Services        1.92  50.1  Bear      -0.03    4.58       0.01       5.6     NaN
223   ZETA   20.08   2.12   1.75       5.0              Technology                 Software - Infrastructure        4.14  51.5  Bear      -0.33    2.16       0.13       5.3    4.57
224     UE   23.07   0.63   0.15       3.1             Real Estate                             REIT - Retail        4.67  58.5  Bear      -0.06    2.87       0.01       5.3    3.86
225    AMH   32.72   0.86   0.89      13.4             Real Estate                        REIT - Residential        3.75  57.9  Bear      -0.08    3.14       0.02       5.2    3.83
226   BAND   53.16   0.64   2.67       1.7              Technology                 Software - Infrastructure        8.62  46.9  Bear      -2.43  -13.11       0.05       4.7     NaN
227   NOMD   10.45   1.91   2.31       1.5      Consumer Defensive                            Packaged Foods        4.06  59.7  Bear      -0.01    2.31       0.03       4.6     NaN
228    ADP  222.04   0.56   0.02      88.8              Technology                    Software - Application        1.95  52.2  Bear      -1.44    2.46       0.08       4.1    3.33
229   KYIV   14.32  -1.92   2.43       3.3  Communication Services                          Telecom Services        7.49  59.6  Bear      -0.00   -1.31       0.03       4.0     NaN
230   SIFY   16.10   0.63   0.63       1.2  Communication Services                          Telecom Services        3.18  51.6  Bear      -0.06   -2.84       0.26       3.8     NaN
231     MO   71.57   0.34   1.97     119.5      Consumer Defensive                                   Tobacco        3.60  56.6  Bull       0.01    0.37       0.04       3.5     NaN
232    SFM   85.84   2.20   2.67       8.1      Consumer Defensive                            Grocery Stores        4.64  54.9  Bear      -0.19    0.25       0.03       2.8    3.75
233   INFQ   14.25 -11.14   6.50       3.1              Technology                 Software - Infrastructure        1.21  49.3  Bear      -0.11  -10.27       0.23       2.6     NaN
234   ENLT   91.01  -0.54   3.56      12.7               Utilities                     Utilities - Renewable        2.61  49.5  Bear      -1.07  -12.12       0.15       2.5    3.50
235   EBAY  110.28   1.14   0.88      49.0       Consumer Cyclical                           Internet Retail        3.58  53.7  Bear      -0.25   -4.10       0.03       2.0    3.34
236   CRVL   60.75   1.78   1.78       3.1      Financial Services                         Insurance Brokers        3.50  54.8  Bear      -0.15   -0.49       0.01       1.8     NaN
237    HRB   36.35   0.96   0.32       4.6       Consumer Cyclical                         Personal Services        2.61  51.2  Bear      -0.36   -5.37       0.02       1.5    2.75
238    BDX  148.23   3.01   2.11      40.8              Healthcare            Medical Instruments & Supplies        0.04  53.5  Bear      -0.03    1.03       0.04       1.4    3.86
239   TEVA   33.47   0.19   1.69      39.0              Healthcare  Drug Manufacturers - Specialty & Generic        0.18  49.5  Bear      -0.13   -3.31       0.04       0.4    4.58

CSV saved to /home/ec2-user/output.csv
