=== Stock Screener — 2026-06-17 13:45 ===
Criteria: Above 50d EMA | Positive weekly gain | Market cap > $1B
Fetching universe...

  NASDAQ screener: 2775 stocks with market cap > $1B
  Top 5 by daily gain: SLBT(+167.0%), HONAV(+35.0%), WYFI(+18.9%), BVC(+18.2%), LION(+13.8%)
Screening 2775 stocks...
  Priority tier (top 300 movers): 300
  Remaining: 2475

  === Priority Tier ===
  Priority: 300/300 (197 passed, 0 errors)

  === Remaining Tier ===
  Remaining: 300/2475 (259 total passed)
  Remaining: 600/2475 (259 total passed)
  Remaining: 900/2475 (259 total passed)
  Remaining: 1200/2475 (259 total passed)
  Remaining: 1500/2475 (259 total passed)
  Remaining: 1800/2475 (259 total passed)
  Remaining: 2100/2475 (259 total passed)
  Remaining: 2400/2475 (259 total passed)
  Remaining: 2475/2475 (259 total passed)

  Final: 259 stocks passed all filters

================================================================================
  259 stocks passed all filters
  Sorted by composite momentum (MACD 35 | ROC 30 | Volume 25 | EMA 10)
  Rating: 5=Strong Buy → 1=Strong Sell | Vol Ratio: >1 = above avg volume
================================================================================

    Ticker    Price   Day%  Week%  MCap($B)                  Sector                                  Industry  Above EMA%   RSI  MACD  MACD Hist  ROC20%  Vol Ratio  Momentum  Rating
59    ENVA   195.63   0.94   9.04       4.9      Financial Services                           Credit Services       17.61  75.9  Bull       3.04   18.34       0.05      62.5     NaN
60    URGN    33.29   4.19  18.13       1.6              Healthcare                             Biotechnology       25.37  72.0  Bull       0.30   16.48       0.08      62.2    4.57
61     RLJ    11.30  -1.70   6.16       1.7             Real Estate                      REIT - Hotel & Motel       19.33  85.2  Bull       0.05   23.44       0.04      62.2    3.08
62     RRX   227.15   2.32  13.32      15.1             Industrials            Specialty Industrial Machinery       10.12  62.0  Bull       1.96   21.80       0.02      62.0    4.64
63    TRVI    15.86   1.96  16.70       2.3              Healthcare                             Biotechnology       15.26  68.3  Bull       0.15   18.09       0.05      61.2     NaN
64    CPNG    18.98   5.71  19.26      34.1       Consumer Cyclical                           Internet Retail        8.27  62.3  Bull       0.38   20.86       0.12      61.0    4.11
65     PRG    39.27   0.69   8.45       1.6             Industrials                 Rental & Leasing Services       13.05  66.4  Bull       0.29   18.89       0.01      60.5    4.38
66    MRNA    56.28   1.68  17.91      22.3              Healthcare                             Biotechnology       14.48  65.9  Bull       0.86   16.98       0.12      60.2    2.91
67      OC   130.09   0.84  13.04      10.5             Industrials             Building Products & Equipment        8.60  63.1  Bull       0.91   20.51       0.04      60.2    4.06
68     MHO   146.09   0.72   6.32       3.8       Consumer Cyclical                  Residential Construction        9.35  66.8  Bull       0.85   19.36       0.02      59.2     NaN
