Ticker,Price,Day%,Week%,MCap($B),Sector,Industry,Above EMA%,RSI,MACD,MACD Hist,ROC20%,Vol Ratio,Momentum,Rating
ARCB,158.9,2.65,12.86,3.5,Industrials,Trucking,29.41,83.5,Bull,2.64,31.35,0.14,76.1,3.92
VSXY,77.25,5.66,42.27,6.1,Consumer Cyclical,Apparel Retail,38.51,71.2,Bull,2.75,60.8,0.09,75.8,3.8
HAE,71.39,0.15,6.2,3.2,Healthcare,Medical Devices,14.62,72.9,Bull,0.88,29.51,0.02,72.0,4.09
VVX,86.23,0.27,3.06,2.7,Industrials,Aerospace & Defense,17.13,77.7,Bull,0.9,23.05,0.02,66.8,3.83
WMK,78.66,0.56,7.8,1.9,Consumer Defensive,Grocery Stores,10.55,71.3,Bull,0.44,11.8,1.21,62.1,
SEB,5483.38,2.9,5.55,5.3,Industrials,Conglomerates,5.58,63.6,Bull,84.23,20.83,0.05,59.0,
ULCC,5.99,1.72,1.04,1.4,Industrials,Airlines,23.6,66.9,Bull,0.04,13.26,0.04,58.6,2.75
CNK,31.53,3.77,1.61,3.7,Communication Services,Entertainment,12.18,68.9,Bull,0.55,16.91,0.03,58.3,
AMN,32.38,4.23,10.38,1.3,Healthcare,Medical Care Facilities,28.73,73.5,Bull,0.17,11.79,0.06,57.3,3.44
ARGX,891.36,0.27,6.61,55.7,Healthcare,Biotechnology,10.5,67.8,Bull,6.86,13.96,0.28,56.5,4.5
GIII,35.58,10.61,10.46,1.5,Consumer Cyclical,Apparel Manufacturing,15.33,72.1,Bull,0.37,11.99,0.23,56.5,4.33
H,191.9,-0.56,4.49,18.1,Consumer Cyclical,Lodging,12.53,70.6,Bull,1.2,14.59,0.05,56.3,4.04
HRL,23.49,-1.09,0.6,12.9,Consumer Defensive,Packaged Foods,7.31,67.6,Bull,0.26,14.92,0.02,53.7,3.4
UHAL,58.78,2.14,3.74,11.2,Industrials,Rental & Leasing Services,12.1,67.2,Bull,0.56,11.28,0.02,52.5,3.0
UNFI,56.79,2.38,9.04,3.5,Consumer Defensive,Food Distribution,15.6,73.2,Bull,0.36,8.54,0.08,52.0,
AXTA,32.36,0.56,6.48,6.9,Basic Materials,Specialty Chemicals,9.7,70.3,Bull,0.33,11.09,0.05,51.3,3.73
CAH,205.33,-1.01,5.22,48.1,Healthcare,Medical Distribution,1.86,60.6,Bull,1.34,11.81,0.07,48.3,4.53
CAKE,66.58,-0.62,1.07,3.3,Consumer Cyclical,Restaurants,8.39,63.6,Bull,0.35,8.54,0.04,48.1,
DK,49.0,1.2,6.61,3.0,Energy,Oil & Gas Refining & Marketing,11.92,65.2,Bull,0.41,6.43,0.08,48.0,3.62
COO,66.52,-1.23,10.52,13.0,Healthcare,Medical Instruments & Supplies,2.16,62.7,Bull,0.9,10.87,0.1,47.8,3.88
VOYA,88.64,4.14,8.67,8.0,Financial Services,Financial Conglomerates,12.5,75.0,Bull,0.39,9.26,0.09,47.4,3.75
ENR,19.87,0.86,7.99,1.4,Industrials,Electrical Equipment & Parts,8.65,65.4,Bull,0.26,7.34,0.03,46.9,
