Ticker,Price,Day%,Week%,MCap($B),Sector,Industry,Above EMA%,RSI,MACD,MACD Hist,ROC20%,Vol Ratio,Momentum,Rating
HLIT,17.06,12.24,36.7,1.9,Technology,Communication Equipment,47.9,86.1,Bull,0.3,62.63,1.33,86.1,3.57
HYLN,6.81,13.69,62.14,1.2,Consumer Cyclical,Auto Parts,139.86,88.5,Bull,0.34,270.11,0.99,83.2,4.0
RDW,21.17,21.04,51.65,4.2,Industrials,Aerospace & Defense,85.87,84.7,Bull,0.86,126.9,0.67,80.6,4.5
MDA,42.69,-0.96,7.06,5.9,Industrials,Aerospace & Defense,24.4,72.4,Bull,0.65,37.59,0.59,79.9,4.67
RGTI,24.7,-6.49,48.65,8.2,Technology,Computer Hardware,34.89,65.3,Bull,0.66,46.1,0.51,79.2,4.15
BB,8.18,3.41,28.21,4.8,Technology,Software - Infrastructure,54.88,86.3,Bull,0.13,53.76,0.5,79.2,3.0
LUNR,44.78,17.04,33.31,7.2,Industrials,Aerospace & Defense,63.68,77.3,Bull,0.93,70.92,0.42,78.5,4.44
AMBA,90.64,3.53,14.91,4.0,Technology,Semiconductor Equipment & Materials,30.26,77.5,Bull,0.66,39.75,0.41,78.4,4.0
OUST,41.92,13.21,36.37,2.7,Technology,Electronic Components,54.16,73.7,Bull,0.88,55.72,0.38,78.2,
MRVL,211.63,7.8,25.28,185.3,Technology,Semiconductors,42.89,76.0,Bull,1.58,33.77,0.39,78.2,4.5
SMTC,158.65,1.19,19.84,14.8,Technology,Semiconductors,41.28,77.5,Bull,2.07,56.63,0.37,78.0,4.79
QBTS,27.33,-7.04,43.39,10.1,Technology,Computer Hardware,33.13,63.6,Bull,0.56,45.37,0.37,78.0,4.67
FLY,56.72,14.58,29.04,9.1,Industrials,Aerospace & Defense,56.33,75.2,Bull,1.42,64.34,0.34,77.8,4.22
VOYG,47.39,6.16,23.48,2.8,Industrials,Aerospace & Defense,50.67,78.1,Bull,1.65,74.04,0.32,77.7,4.3
ACMR,83.6,13.97,32.17,5.8,Technology,Semiconductor Equipment & Materials,46.47,83.5,Bull,1.79,57.04,0.32,77.7,4.5
DELL,304.02,2.99,27.72,197.5,Technology,Computer Hardware,44.35,78.0,Bull,4.24,40.77,0.32,77.7,4.0
PL,48.65,9.7,16.92,17.3,Industrials,Aerospace & Defense,33.38,71.0,Bull,0.48,37.24,0.33,77.7,4.0
ASTS,120.25,13.59,38.49,46.6,Technology,Communication Equipment,41.04,73.9,Bull,4.81,55.76,0.31,77.6,3.36
NVTS,32.61,11.49,65.79,7.7,Technology,Semiconductors,96.98,76.4,Bull,0.98,78.2,0.31,77.6,
RJET,25.32,7.42,26.16,1.2,Industrials,Airlines,25.92,67.9,Bull,0.31,41.29,0.32,77.6,
SG,9.8,0.23,13.33,1.2,Consumer Cyclical,Restaurants,39.8,80.9,Bull,0.26,45.44,0.3,77.5,3.2
MAAS,12.0,1.27,26.05,5.3,Financial Services,Asset Management,39.24,70.7,Bull,0.12,37.14,0.3,77.5,
SATL,11.67,9.99,22.33,1.7,Industrials,Aerospace & Defense,63.3,75.8,Bull,0.28,86.27,0.29,77.4,4.6
HIVE,4.15,1.97,19.95,1.1,Financial Services,Capital Markets,50.13,74.2,Bull,0.12,69.39,0.27,77.2,4.71
ALAB,296.55,-3.37,37.56,50.8,Technology,Semiconductors,50.68,74.0,Bull,7.66,50.81,0.27,77.2,4.19
CLSK,16.32,2.16,21.39,4.2,Financial Services,Capital Markets,29.9,71.0,Bull,0.18,33.18,0.27,77.2,4.75
IRDM,49.56,1.47,14.19,5.2,Communication Services,Telecom Services,32.18,74.9,Bull,0.44,32.51,0.26,77.2,3.9
VPG,117.02,2.87,11.23,1.6,Technology,Scientific & Technical Instruments,68.62,82.6,Bull,3.02,99.76,0.27,77.2,5.0
KEEL,5.14,6.76,22.85,3.1,Technology,Information Technology Services,52.23,75.2,Bull,0.05,63.54,0.27,77.2,4.67
CYD,59.01,2.89,16.99,2.2,Consumer Cyclical,Auto Manufacturers,28.46,82.3,Bull,1.22,41.07,0.26,77.2,4.5
SHAZ,66.13,-2.84,15.01,1.1,Technology,Information Technology Services,52.23,70.8,Bull,0.7,56.45,0.26,77.1,5.0
BLDP,5.97,7.67,37.76,1.8,Industrials,Electrical Equipment & Parts,63.78,78.8,Bull,0.14,83.54,0.24,77.0,3.08
RKLB,144.49,6.43,10.16,83.6,Industrials,Aerospace & Defense,51.46,71.7,Bull,2.55,75.58,0.23,77.0,4.39
CMPS,12.12,2.65,14.8,1.6,Healthcare,Medical Care Facilities,39.1,71.0,Bull,0.11,36.37,0.23,76.9,4.67
BKSY,51.67,7.94,20.16,1.9,Industrials,Specialty Business Services,43.95,68.6,Bull,0.85,55.59,0.23,76.9,5.0
ARM,301.88,-1.51,40.33,321.2,Technology,Semiconductors,52.79,74.6,Bull,7.76,39.84,0.21,76.8,4.12
VSH,50.14,6.12,35.7,6.8,Technology,Semiconductors,68.39,88.1,Bull,1.1,80.55,0.22,76.8,3.33
NTAP,140.61,0.9,16.59,27.8,Technology,Software - Infrastructure,25.3,84.3,Bull,2.0,29.67,0.24,76.7,3.6
IONQ,61.96,-2.65,25.64,23.1,Technology,Computer Hardware,35.29,66.3,Bull,0.6,41.32,0.21,76.7,4.62
MTSI,405.52,5.06,13.83,30.9,Technology,Semiconductors,33.73,77.5,Bull,2.2,45.12,0.2,76.7,4.4
HIMX,22.1,5.04,22.1,3.9,Technology,Semiconductors,59.54,72.5,Bull,0.23,92.17,0.2,76.6,4.33
GFS,85.77,0.15,26.43,47.0,Technology,Semiconductors,38.25,74.5,Bull,0.74,42.12,0.19,76.6,3.81
TSEM,280.8,-0.93,13.19,33.4,Technology,Semiconductors,31.41,66.6,Bull,3.11,38.1,0.18,76.5,4.6
AEVA,25.0,-1.26,28.54,1.6,Technology,Software - Infrastructure,47.41,71.9,Bull,0.73,55.47,0.18,76.5,
TTMI,192.74,1.48,21.33,19.9,Technology,Electronic Components,37.6,75.0,Bull,1.21,33.69,0.18,76.5,4.75
AXTI,136.32,-3.2,28.75,8.9,Technology,Semiconductor Equipment & Materials,57.4,65.4,Bull,0.74,94.33,0.17,76.4,
NNNN,32.52,7.5,20.71,1.4,Healthcare,Medical Instruments & Supplies,19.45,65.4,Bull,0.55,18.9,1.52,76.3,
PENG,52.63,-1.09,15.14,2.8,Technology,Information Technology Services,55.2,80.4,Bull,0.46,81.17,0.15,76.3,4.43
ZS,184.06,0.93,5.36,29.6,Technology,Software - Infrastructure,19.02,73.9,Bull,3.58,37.25,0.21,76.3,4.5
ATEX,62.5,-1.68,13.68,1.2,Communication Services,Telecom Services,31.12,72.7,Bull,0.49,32.39,0.13,76.1,4.67
SLS,7.65,-1.63,4.98,1.4,Healthcare,Biotechnology,36.28,63.3,Bull,0.2,56.83,0.14,76.1,4.5
ENPH,66.07,3.19,32.96,8.7,Technology,Solar,57.32,79.4,Bull,2.89,87.49,0.12,76.0,3.39
WYFI,32.49,7.62,36.68,1.3,Technology,Information Technology Services,59.36,71.2,Bull,0.66,98.96,0.12,76.0,4.56
CRWD,662.34,-0.17,7.03,168.6,Technology,Software - Infrastructure,32.36,86.3,Bull,11.0,45.69,0.12,76.0,4.36
QCOM,238.18,0.01,16.96,251.0,Technology,Semiconductors,37.1,71.8,Bull,1.6,58.51,0.11,75.9,3.38
STUB,10.18,1.95,9.06,3.8,Communication Services,Internet Content & Information,23.31,77.9,Bull,0.24,40.15,0.1,75.9,4.0
PANW,254.0,-2.53,2.61,206.0,Technology,Software - Infrastructure,28.48,76.8,Bull,3.48,38.87,0.11,75.9,4.41
HPE,37.88,0.78,14.77,50.3,Technology,Communication Equipment,31.91,79.3,Bull,0.46,32.34,0.09,75.8,3.78
FSLR,267.98,3.93,14.7,28.8,Technology,Solar,22.94,75.0,Bull,3.81,35.7,0.1,75.8,3.91
PTRN,18.5,1.56,5.32,3.7,Technology,Software - Application,26.54,75.7,Bull,0.17,36.17,0.1,75.8,4.8
AMBQ,83.49,2.22,17.02,1.8,Technology,Semiconductors,77.56,88.4,Bull,2.34,139.76,0.1,75.8,4.0
SHLS,10.35,4.49,7.19,1.7,Technology,Solar,25.28,65.8,Bull,0.08,32.76,0.07,75.6,4.05
FLNC,21.67,0.84,10.9,4.0,Utilities,Utilities - Renewable,25.21,62.0,Bull,0.15,62.2,0.08,75.6,3.25
SYNA,144.87,0.82,21.58,5.6,Technology,Semiconductors,42.28,75.8,Bull,1.65,57.93,0.08,75.6,4.31
FTNT,132.18,-1.31,4.49,96.8,Technology,Software - Infrastructure,32.63,84.0,Bull,1.81,54.29,0.06,75.5,3.3
NSIT,99.81,2.13,10.18,3.0,Technology,Electronics & Computer Distribution,23.19,78.0,Bull,1.69,35.95,0.06,75.5,3.6
DDOG,221.8,-0.23,6.22,79.0,Technology,Software - Application,38.05,83.3,Bull,2.13,67.19,0.06,75.5,4.58
SWKS,81.7,-0.87,16.13,12.3,Technology,Semiconductors,25.78,72.8,Bull,1.14,31.52,0.06,75.5,3.24
FROG,73.0,-1.34,7.5,8.8,Technology,Software - Application,30.2,71.5,Bull,0.8,58.08,0.05,75.4,4.67
BAND,61.06,-0.54,9.13,2.0,Technology,Software - Infrastructure,69.58,87.1,Bull,0.41,153.26,0.03,75.3,4.2
XMTR,90.99,2.0,3.44,4.8,Industrials,Industrial Distribution,43.05,75.0,Bull,0.66,91.12,0.02,75.2,4.11
RAL,61.9,0.57,5.2,6.9,Technology,Electronic Components,23.19,77.7,Bull,0.74,39.51,0.02,75.2,3.92
PBT,30.02,-3.19,1.11,1.4,Energy,Oil & Gas Midstream,23.66,68.4,Bull,0.39,34.91,0.02,75.2,
AMRC,35.21,10.83,13.51,1.9,Industrials,Engineering & Construction,20.13,66.1,Bull,0.2,26.16,0.48,75.1,4.33
QUBT,11.6,-5.81,19.35,2.6,Technology,Computer Hardware,22.58,59.3,Bull,0.09,27.42,0.31,75.0,4.33
NN,22.64,4.14,4.87,3.1,Technology,Software - Infrastructure,18.0,61.6,Bull,0.13,33.1,0.12,75.0,5.0
FFIV,393.83,0.05,3.71,22.2,Technology,Software - Infrastructure,19.44,81.6,Bull,2.83,32.28,0.03,74.9,3.46
NOK,15.89,2.71,15.65,88.7,Technology,Communication Equipment,37.58,73.2,Bull,0.07,47.68,0.43,74.5,3.91
LPTH,17.73,4.6,42.52,1.1,Technology,Electronic Components,37.78,69.9,Bull,0.52,26.73,0.32,74.4,5.0
ARX,17.5,1.45,9.99,3.8,Financial Services,Insurance Brokers,24.6,73.1,Bull,0.39,28.87,0.05,74.2,4.4
MRCY,100.5,1.97,7.61,6.0,Industrials,Aerospace & Defense,16.29,72.7,Bull,0.92,30.41,0.08,73.8,4.0
CRDO,228.73,4.72,46.37,42.2,Technology,Semiconductors,38.67,67.0,Bull,1.46,26.72,0.23,73.6,
SMCI,35.62,0.11,15.46,21.4,Technology,Computer Hardware,18.57,64.5,Bull,0.25,27.9,0.14,73.4,3.17
SAIL,15.44,-1.97,5.83,8.8,Technology,Software - Infrastructure,16.11,70.4,Bull,0.4,30.08,0.04,73.4,4.42
HPQ,24.69,-2.16,18.04,22.6,Technology,Computer Hardware,19.62,71.7,Bull,0.31,24.97,0.29,72.2,2.94
S,18.4,-1.68,4.87,6.3,Technology,Software - Infrastructure,19.71,71.5,Bull,0.19,25.73,0.14,71.7,4.22
LSCC,149.4,4.32,21.32,20.5,Technology,Semiconductors,28.72,74.6,Bull,1.71,25.3,0.07,70.9,4.54
STM,70.51,5.46,15.67,62.7,Technology,Semiconductors,40.29,79.7,Bull,0.29,39.46,0.2,70.6,3.8
WLDN,94.32,0.83,5.86,1.4,Industrials,Engineering & Construction,9.5,63.6,Bull,0.99,40.97,0.03,70.0,5.0
JOBY,11.36,4.08,9.81,11.2,Industrials,Airports & Air Services,14.62,64.7,Bull,0.07,25.72,0.2,69.7,3.0
MNKD,3.47,2.65,16.04,1.1,Healthcare,Biotechnology,8.79,63.9,Bull,0.02,31.92,0.04,69.7,
QRVO,106.32,-0.1,12.85,9.4,Technology,Semiconductors,20.04,73.9,Bull,1.21,23.86,0.05,69.3,3.24
LPG,45.68,-1.68,9.05,2.0,Energy,Oil & Gas Midstream,21.44,72.2,Bull,0.59,23.36,0.1,69.2,4.0
AAL,14.49,4.6,17.21,9.6,Industrials,Airlines,16.63,71.0,Bull,0.15,24.03,0.15,68.6,3.81
NVAX,10.07,9.29,12.71,1.7,Healthcare,Biotechnology,13.15,63.4,Bull,0.06,24.72,0.22,68.1,3.67
LPL,5.21,3.17,15.27,5.2,Technology,Consumer Electronics,15.8,60.6,Bull,0.05,24.64,0.07,68.1,
PSNY,22.34,0.43,2.03,2.0,Consumer Cyclical,Auto Manufacturers,13.04,63.0,Bull,0.12,25.6,0.07,67.7,2.0
F,15.03,0.7,15.39,59.9,Consumer Cyclical,Auto Manufacturers,18.49,70.5,Bull,0.25,21.89,0.18,67.6,3.29
INFQ,15.73,-3.79,38.35,3.4,Technology,Software - Infrastructure,21.49,60.9,Bull,0.33,18.27,0.47,67.2,5.0
CIFR,23.13,5.28,20.97,9.5,Technology,Information Technology Services,25.12,64.2,Bull,0.09,27.37,0.22,67.0,4.67
RBRK,66.08,-0.77,1.69,13.6,Technology,Software - Infrastructure,14.21,65.3,Bull,0.36,24.07,0.08,66.9,4.9
P,89.84,3.03,16.57,29.8,Technology,Computer Hardware,22.28,70.5,Bull,0.43,21.45,0.21,66.5,4.1
ERIC,13.6,0.78,5.96,45.2,Technology,Communication Equipment,13.94,73.4,Bull,0.13,23.01,0.16,66.3,2.29
TX,50.04,6.49,16.78,9.8,Basic Materials,Steel,17.91,72.4,Bull,0.37,19.82,0.28,66.1,3.77
OKTA,92.69,0.49,6.49,16.3,Technology,Software - Infrastructure,15.37,70.8,Bull,1.28,21.74,0.18,65.9,4.29
MARA,14.34,3.8,17.69,5.5,Financial Services,Capital Markets,25.58,68.5,Bull,0.05,28.22,0.18,65.6,3.77
NOVT,161.48,1.11,6.75,5.8,Technology,Scientific & Technical Instruments,17.41,69.4,Bull,1.21,21.61,0.03,65.6,4.67
BRKR,45.42,-0.59,6.25,6.9,Healthcare,Medical Devices,11.67,65.5,Bull,0.25,24.34,0.03,65.4,4.08
SNOW,176.58,2.54,7.51,61.2,Technology,Software - Application,11.37,68.8,Bull,3.06,22.41,0.25,65.2,4.49
LLY,1067.11,0.2,8.0,951.6,Healthcare,Drug Manufacturers - General,9.6,68.9,Bull,9.22,23.11,0.09,63.7,4.29
LION,14.44,-3.41,14.97,4.2,N/A,N/A,24.12,72.3,Bull,0.14,17.97,0.06,63.5,4.1
IOVA,4.11,-0.03,21.2,1.8,Healthcare,Biotechnology,14.09,62.4,Bull,0.05,19.79,0.1,62.7,4.4
LNTH,100.15,-2.76,7.54,6.5,Healthcare,Drug Manufacturers - Specialty & Generic,16.31,67.4,Bull,0.49,19.08,0.14,62.7,4.54
GTLB,26.31,-1.57,4.86,4.4,Technology,Software - Infrastructure,7.85,59.4,Bull,0.25,22.66,0.05,62.0,3.48
ULCC,5.18,4.65,11.88,1.2,Industrials,Airlines,18.04,61.8,Bull,0.02,34.9,0.09,61.4,2.75
NTSK,11.83,0.68,4.05,4.7,Technology,Software - Infrastructure,9.41,63.9,Bull,0.06,20.84,0.09,61.3,4.72
